"","conflictid","dyadid","outcome_d","fightcaphigh","coup","land","lngdp","lnyears","postCW","year","Government","Opposition","side_a","side_b","startdate","enddate","rebpolwinglegal","rebestimate","rebel.support","rtypesup","gov.support","gtypesup","rebel.support_dummy","gov.support_dummy","rtypesup_cat","gtypesup_cat"
"306",134,344,2,0,0,1,8.19,0.6931472,1,1998,"Indonesia","Fretilin","Indonesia","Fretilin","1997-05-31","1998-12-31",NA,3000,"explicit","non-military","explicit","military",1,1,"3",2
"307",134,344,0,0,0,1,7.935387,2.70805,0,1989,"Indonesia","Fretilin","Indonesia","Fretilin","1992-12-15","1992-12-31",NA,200,"explicit","non-military","explicit","military",1,1,"3",2
"308",134,344,0,0,0,1,7.935387,2.70805,0,1989,"Indonesia","Fretilin","Indonesia","Fretilin","1985-01-01","1989-12-31",NA,2000,"explicit","non-military","explicit","military",1,1,"3",2
"309",134,344,0,0,0,1,7.935387,2.70805,0,1989,"Indonesia","Fretilin","Indonesia","Fretilin","1975-12-07","1984-12-31",NA,30000,"explicit","non-military","explicit","military",1,1,"3",2
"310",134,344,0,0,0,1,7.935387,2.70805,0,1989,"Indonesia","Fretilin","Indonesia","Fretilin","1997-05-31","1998-12-31",NA,3000,"explicit","non-military","explicit","military",1,1,"3",2
"311",134,344,0,0,0,1,8.106053,0,1,1992,"Indonesia","Fretilin","Indonesia","Fretilin","1992-12-15","1992-12-31",NA,200,"explicit","non-military","explicit","military",1,1,"3",2
"312",134,344,0,0,0,1,8.106053,0,1,1992,"Indonesia","Fretilin","Indonesia","Fretilin","1985-01-01","1989-12-31",NA,2000,"explicit","non-military","explicit","military",1,1,"3",2
"313",134,344,0,0,0,1,8.106053,0,1,1992,"Indonesia","Fretilin","Indonesia","Fretilin","1975-12-07","1984-12-31",NA,30000,"explicit","non-military","explicit","military",1,1,"3",2
"314",134,344,0,0,0,1,8.106053,0,1,1992,"Indonesia","Fretilin","Indonesia","Fretilin","1997-05-31","1998-12-31",NA,3000,"explicit","non-military","explicit","military",1,1,"3",2
"315",135,98,0,0,0,1,8.192463,2.70805,0,1989,"Morocco","POLISARIO","Morocco","POLISARIO","1975-01-20","1989-10-11",NA,10000,"explicit","military","explicit","military",1,1,"2",2
"316",136,99,2,1,0,0,6.897745,2.772589,1,1992,"Mozambique","Renamo","Mozambique","Renamo","1977-01-01","1992-10-04",NA,20000,"explicit","military","explicit","military",1,1,"2",2
"317",137,327,1,1,0,0,6.845624,0.6931472,1,1996,"Afghanistan","Taleban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318",137,411,1,0,0,0,7.277483,2.639057,1,1992,"Afghanistan","Jam'iyyat-i Islami-yi Afghanistan","Afghanistan, Soviet Union","Jamiat-i-Islami","1979-03-20","1989-02-28",NA,12000,"explicit","military","explicit","troops",1,1,"2",1
"319",137,411,1,0,0,0,7.277483,2.639057,1,1992,"Afghanistan","Jam'iyyat-i Islami-yi Afghanistan","Afghanistan","Jamiat-i-Islami","1996-01-01","1996-12-31","no",60000,"explicit","military","explicit","military",1,1,"2",2
"320",137,411,1,0,0,0,7.277483,2.639057,1,1992,"Afghanistan","Jam'iyyat-i Islami-yi Afghanistan","Afghanistan, Soviet Union","Jamiat-i-Islami","1989-03-01","1992-04-28",NA,12000,"explicit","military","explicit","military",1,1,"2",2
"321",137,412,1,0,0,0,7.277483,2.564949,1,1992,"Afghanistan","Hizb-i Islami-yi Afghanistan","Afghanistan, Soviet Union","Hezb-i-Islami","1989-03-01","1992-04-28",NA,NA,"explicit","military","explicit","military",1,1,"2",2
"322",137,412,1,0,0,0,7.277483,2.564949,1,1992,"Afghanistan","Hizb-i Islami-yi Afghanistan","Afghanistan","Hezb-i-Islami","2008-01-01","2011-12-31",NA,NA,"alleged","military","explicit","military",0,1,"2",2
"323",137,412,1,0,0,0,7.277483,2.564949,1,1992,"Afghanistan","Hizb-i Islami-yi Afghanistan","Afghanistan, Soviet Union","Hezb-i-Islami","1980-03-01","1989-02-28",NA,NA,"explicit","military","explicit","troops",1,1,"2",1
"324",137,413,1,1,0,0,6.825275,1.94591,1,1995,"Afghanistan","Hizb-i Wahdat","Afghanistan, Soviet Union","Hezb-i-Wahdat","1989-02-28","1995-12-31",NA,116000,"explicit","military","explicit","military",1,1,"2",2
"325",137,422,0,1,0,0,6.825275,1.098612,1,1995,"Afghanistan","Junbish-i Milli-yi Islami","Afghanistan","Junbish-i Milli-yi Islami","1993-03-08","1995-12-31","no",65000,"explicit","military","explicit","military",1,1,"2",2
"326",137,423,1,0,0,0,6.036032,1.791759,1,2001,"Afghanistan","UIFSA","Afghanistan, Soviet Union","UIFSA","1996-10-13","2001-11-12",NA,115000,"explicit","military","explicit","non-military",1,1,"2",3
"327",137,476,3,0,1,0,7.47011,0,1,1990,"Afghanistan","Military faction (forces of Shahnawaz Tanay)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328",137,727,1,1,1,0,7.698687,0,0,1978,"Afghanistan","PDPA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",137,731,0,0,0,0,7.647003,2.197225,0,1988,"Afghanistan","Harakat-i Inqilab-i Islami-yi Afghanistan","Afghanistan","Harakat-i Inqilab-i Islami-yi Afghanistan","1980-01-01","1988-12-31","no",2500,"explicit","military","explicit","military",1,1,"2",2
"330",137,732,0,0,0,0,7.552495,2.302585,0,1989,"Afghanistan","Mahaz-i Milli-yi Islami-yi Afghanistan","Afghanistan","Mahaz-i Milli-yi Islami-yi Afghanistan","1980-01-01","1989-12-31","no",2500,"explicit","military","explicit","military",1,1,"2",2
"331",137,733,0,0,0,0,7.647003,2.197225,0,1988,"Afghanistan","Jabha-yi Nijat-i Milli-yi Afghanistan","Afghanistan","Jabha-yi Nijat-i Milli-yi Afghanistan","1980-01-01","1988-12-31","no",2250,"explicit","military","explicit","military",1,1,"2",2
"332",137,735,0,0,0,0,7.647003,2.079442,0,1988,"Afghanistan","Ittihad-i Islami Bara-yi Azadi-yi Afghanistan","Afghanistan","Ittihad-i Islami Bara-yi Azadi-yi Afghanistan","1981-07-16","1988-12-31","no",1250,"explicit","military","explicit","military",1,1,"2",2
"333",137,737,0,0,0,0,7.845365,0,0,1984,"Afghanistan","Harakat-i Islami-yi Afghanistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",137,760,0,0,0,0,7.515976,2.484907,1,1991,"Afghanistan","Hizb-i Islami-yi Afghanistan - Khalis faction","Afghanistan","Hizb-i Islami-yi Afghanistan - Khalis faction","1980-01-01","1991-12-31","no",2000,"explicit","military","explicit","military",1,1,"2",2
"335",139,262,2,0,0,1,7.565798,0.6931472,1,1993,"India","ATTF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",139,262,0,0,0,1,7.860563,2.079442,1,1999,"India","ATTF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337",139,269,0,0,0,1,NA,2.484907,1,2006,"India","NLFT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338",139,515,3,0,0,1,7.486809,2.302585,0,1988,"India","TNV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339",140,231,2,0,0,0,8.270865,2.197225,1,1990,"Nicaragua","Contras/FDN","Nicaragua","FDN/Contras","1982-03-18","1990-04-19",NA,13500,"explicit","military","explicit","military",1,1,"2",2
"340",140,567,1,0,0,0,8.611379,1.098612,0,1979,"Nicaragua","FSLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341",141,207,1,0,0,0,6.922486,2.197225,1,1991,"Somalia","SNM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",141,208,1,0,0,0,6.922486,1.098612,1,1991,"Somalia","SPM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",141,209,1,0,0,0,6.896492,1.098612,0,1984,"Somalia","SSDF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344",141,210,1,0,0,0,6.922486,0.6931472,1,1991,"Somalia","USC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345",141,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somalia","USC Faction","1991-01-29","1996-12-31",NA,6000,"alleged","non-military","explicit","military",0,1,"3",2
"346",141,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somalia","SRRC","2001-05-12","2002-12-31",NA,NA,"explicit","military","explicit","military",1,1,"2",2
"347",141,632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somalia","ARS/UIC","2006-01-01","2008-12-31",NA,1000,"explicit","military","explicit","military",1,1,"2",2
"348",141,770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somalia","Al-Shabaab","2008-01-01","2011-12-31",NA,5000,"explicit","military","explicit","military",1,1,"2",2
"349",141,804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somalia","Hizbul-Islam","2009-03-17","2010-12-31",NA,2500,"explicit","military","explicit","military",1,1,"2",2
"350",143,246,0,0,0,0,8.46919,1.386294,0,1982,"Iran","MEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",143,246,0,0,0,0,8.546057,2.70805,1,1993,"Iran","MEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352",143,246,0,0,0,0,8.701988,3.135494,1,2001,"Iran","MEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",143,459,0,0,0,0,NA,1.609438,1,2009,"Iran","PJAK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",143,640,0,0,0,0,NA,1.386294,1,2009,"Iran","Jondullah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",144,546,0,0,0,1,8.622904,0.6931472,0,1980,"Iran","APCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356",145,548,3,0,0,0,10.34201,0,0,1979,"Saudi Arabia","JSM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",146,93,0,1,0,0,6.316081,0.6931472,1,1990,"Liberia","NPFL","Liberia","NPFL","1989-12-29","1990-09-10",NA,10000,"explicit","military","explicit","troops",1,1,"2",1
"358",146,94,0,1,0,0,6.316081,0,1,1990,"Liberia","INPFL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",146,95,2,0,0,0,5.836184,1.386294,1,2003,"Liberia","LURD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",146,352,2,0,0,0,5.836184,0,1,2003,"Liberia","MODEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",146,525,1,1,1,0,7.449317,0,0,1980,"Liberia","Military faction (forces of Samuel Doe)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",147,366,0,0,0,1,9.391635,1.609438,0,1982,"Spain","ETA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",147,366,0,0,0,1,9.516565,1.098612,0,1987,"Spain","ETA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",147,366,0,0,0,1,9.669702,0.6931472,1,1992,"Spain","ETA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",148,551,3,0,0,0,8.354559,0,0,1980,"Tunisia","Résistance Armée Tunisienne","Tunisia","Resistance Armee Tunisienne","1980-01-27","1980-01-27",NA,175,"explicit","endorsement; alleged military","explicit","military",1,1,"endorsement; alleged military",2
"366",149,547,3,0,1,0,6.786739,0,0,1981,"Gambia","NRC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",150,558,2,0,0,0,8.928998,2.079442,0,1988,"South Africa","ANC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",152,325,0,0,0,1,NA,1.098612,1,2006,"India","PLA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",152,325,0,0,0,1,7.486809,1.94591,0,1988,"India","PLA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",152,325,0,0,0,1,7.769704,2.833213,1,1998,"India","PLA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",152,336,0,0,0,1,NA,2.772589,1,2009,"India","UNLF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372",152,764,0,0,0,1,NA,0.6931472,1,2009,"India","KCP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",152,766,0,0,0,1,NA,0.6931472,1,2009,"India","PREPAK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",153,536,3,0,1,0,7.12406,0,0,1982,"Kenya","Military faction (forces of Hezekiah Ochuka)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375",156,387,0,0,0,1,7.565798,2.397895,1,1993,"India","Sikh insurgents",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376",157,243,3,0,0,1,NA,3.258096,1,2009,"Sri Lanka (Ceylon)","LTTE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",157,526,0,0,0,1,7.766629,0.6931472,0,1985,"Sri Lanka (Ceylon)","TELO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",157,687,0,0,0,1,7.832224,0,0,1989,"Sri Lanka (Ceylon)","EPRLF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",157,687,0,0,0,1,7.766629,0,0,1985,"Sri Lanka (Ceylon)","EPRLF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",158,539,3,0,1,0,5.989838,0,0,1984,"Cameroon","Military faction (forces of Ibrahim Saleh)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",158,692,0,0,0,0,6.853024,0.6931472,0,1961,"Cameroon","UPC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",159,333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Turkey","PKK/Kadek","1984-08-15","2011-12-31","yes",10000,"explicit","military","explicit","military",1,1,"2",2
"383",162,559,0,0,0,0,8.370281,0,0,1987,"Suriname","SLA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384",163,471,3,0,1,0,6.77181,0,0,1986,"Togo","MTD","Togo","MTD","1986-09-23","1986-09-24","no",60,"alleged","military","explicit","troops",0,1,"2",1
"385",164,564,1,1,0,0,6.59578,0,0,1986,"South Yemen","Yemenite Socialist Party - Abdul Fattah Ismail faction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",165,487,1,0,1,0,6.758257,0,0,1987,"Burkina Faso","Popular Front",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",167,158,1,1,1,0,7.623549,0,0,1989,"Comoros","Presidential guard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",168,52,0,0,0,1,6.471032,0,1,1996,"Ethiopia","ARDUF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",170,296,0,0,0,1,NA,2.995732,1,2009,"India","ULFA","India","UFLA","1990-02-01","2009-12-31","no",4000,"alleged","military","explicit","military",0,1,"2",2
"390",171,347,3,0,0,1,8.047119,0.6931472,1,1991,"Indonesia","GAM","Indonesia","GAM","1999-01-01","2005-10-12",NA,14000,"alleged","military","explicit","military",0,1,"2",2
"391",171,347,3,0,0,1,8.047119,0.6931472,1,1991,"Indonesia","GAM","Indonesia","GAM","1989-05-31","1991-06-15",NA,1100,"alleged","military","explicit","military",0,1,"2",2
"392",171,347,2,0,0,1,NA,1.94591,1,2005,"Indonesia","GAM","Indonesia","GAM","1999-01-01","2005-10-12",NA,14000,"alleged","military","explicit","military",0,1,"2",2
"393",171,347,2,0,0,1,NA,1.94591,1,2005,"Indonesia","GAM","Indonesia","GAM","1989-05-31","1991-06-15",NA,1100,"alleged","military","explicit","military",0,1,"2",2
"394",172,461,3,0,1,0,8.69548,0,0,1989,"Panama","Military faction (forces of Moisés Giroldi)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",174,337,2,0,0,1,8.366168,2.079442,1,1996,"Papua New Guinea","BRA","Papua New Guinea","BRA","1989-01-01","1996-06-15",NA,2000,"explicit","non-military","explicit","military",1,1,"3",2
"396",175,357,1,1,0,0,8.709374,0,0,1989,"Rumania","NSF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",177,96,2,0,0,1,6.761816,0,1,1990,"Mali","MPA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",177,97,0,0,0,1,6.82687,0,1,1994,"Mali","FIAA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",177,650,0,0,0,1,NA,1.098612,1,2009,"Mali","ATNMC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",178,111,2,0,0,1,6.754441,0,1,1994,"Niger","CRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",179,127,1,1,0,0,6.25431,1.609438,1,1994,"Rwanda","FPR","Rwanda","FPR","1990-10-01","1994-07-19",NA,15000,"explicit","military","explicit","military",1,1,"2",2
"402",179,128,0,0,0,0,7.046691,1.791759,1,2002,"Rwanda","FDLR","Rwanda","Opposition alliance","1997-05-25","2002-12-31","no",40000,"explicit","military","explicit","non-military",1,1,"2",3
"403",180,129,2,0,0,1,7.248888,2.639057,1,2003,"Senegal","MFDC","Senegal","MFDC","1990-09-01","2003-12-31",NA,2000,"alleged","military","explicit","military",0,1,"2",2
"404",182,373,3,0,0,1,9.425548,0,1,1990,"Russia (Soviet Union)","APF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",183,219,3,0,1,0,9.111936,0,1,1990,"Trinidad and Tobago","Jamaat al-Muslimeen","Trinidad and Tobago","Jamaat al-Muslimeen","1990-07-27","1990-08-01",NA,250,"alleged","non-military","explicit","non-military",0,1,"3",3
"406",184,43,2,1,0,0,7.959346,1.386294,1,1994,"Djibouti","FRUD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",184,44,2,0,0,0,8.410153,0,1,1999,"Djibouti","FRUD – AD","Djibouti","FRUD – AD","1997-09-30","1999-12-31","no",NA,"alleged","military","explicit","military",0,1,"2",2
"408",185,239,1,1,0,0,8.432341,0.6931472,1,1992,"Georgia","National Guard and Mkhedrioni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",185,289,0,0,0,0,7.921739,0.6931472,1,1993,"Georgia","Zviadists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",186,244,3,0,1,0,7.574872,0,0,1989,"Haiti","Military faction (forces of Himmler Rebu and Guy Francois)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",186,251,1,1,1,0,7.552972,0,1,1991,"Haiti","Military faction (forces of Raol Cédras)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",186,440,1,1,0,0,7.634961,0,1,2004,"Haiti","FLRN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",186,441,0,0,0,0,7.634961,0,1,2004,"Haiti","OP Lavalas (Chimères)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",187,130,2,0,0,0,6.527563,2.302585,1,2000,"Sierra Leone","RUF","Sierra Leone, United Kingdom","RUF","1997-01-01","2000-11-10","yes",5000,"explicit","military","explicit","troops",1,1,"2",1
"415",187,130,2,0,0,0,6.527563,2.302585,1,2000,"Sierra Leone","RUF","Sierra Leone, United Kingdom","RUF","1991-03-23","1996-12-31","yes",5000,"explicit","military","explicit","non-military",1,1,"2",3
"416",187,131,3,1,0,0,6.49783,1.098612,1,1999,"Sierra Leone","AFRC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",187,132,0,1,1,0,6.582814,0.6931472,1,1998,"Sierra Leone","Kamajors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418",187,714,3,0,0,0,6.527563,0,1,2000,"Sierra Leone","WSB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",188,330,0,0,0,0,8.499546,0.6931472,1,1992,"Turkey","Devrimci Sol","Turkey","Devrimci Sol","1991-07-13","1992-10-07",NA,100,"alleged","military","explicit","non-military",0,1,"2",3
"420",188,457,0,0,0,0,NA,0,1,2005,"Turkey","MKP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",189,281,2,0,0,1,8.27416,0,1,1991,"Serbia (Yugoslavia)","Republic of Slovenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",191,1,2,0,0,0,8.604193,1.791759,1,1997,"Algeria","AIS","Algeria","FIS","1992-12-01","1997-10-01","yes",12500,"alleged","military","explicit","military",0,1,"2",2
"423",191,2,0,0,0,0,8.620814,0,1,1991,"Algeria","Takfir wa'l Hijra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",191,3,0,0,0,0,8.698404,2.397895,1,2003,"Algeria","GIA","Algeria","GIA","1993-01-01","2003-12-31",NA,1525,"explicit","military","explicit","military",1,1,"2",2
"425",192,190,0,0,0,1,7.494831,1.609438,1,1998,"Angola","FLEC–FAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426",192,190,0,0,0,1,NA,2.079442,1,2009,"Angola","FLEC–FAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",192,191,0,0,0,1,7.444593,1.94591,1,1997,"Angola","FLEC–R","Angola","FLEC","1991-06-03","1997-12-31","yes",900,"explicit","military","explicit","troops",1,1,"2",1
"428",192,191,0,0,0,1,7.588314,0,1,2002,"Angola","FLEC–R","Angola","FLEC","1991-06-03","1997-12-31","yes",900,"explicit","military","explicit","troops",1,1,"2",1
"429",193,361,2,0,0,1,8.103049,1.386294,1,1994,"Azerbaijan","Republic of Nagorno-Karabakh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430",193,361,0,1,0,1,NA,2.70805,1,2005,"Azerbaijan","Republic of Nagorno-Karabakh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",194,292,2,1,0,1,7.411852,1.386294,1,1995,"Bosnia-Herzegovina","Serbian Republic of Bosnia and Herzegovina","Bosnia and Herzegovina","Serbian Republic of Bosnia and Herzegovina","1992-04-07","1995-12-14",NA,62500,"explicit","troops","explicit","non-military",1,1,"1",3
"432",194,300,2,0,0,1,7.411852,1.386294,1,1995,"Bosnia-Herzegovina","Serbian irregulars",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",195,291,3,0,0,1,8.899486,0,1,1992,"Croatia","Serbian irregulars",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",195,303,3,0,0,1,8.908689,1.386294,1,1995,"Croatia","Serbian Republic of Krajina","Croatia","Serbian Republic of Krajina","1992-01-01","1995-11-12",NA,42500,"explicit","military","explicit","military",1,1,"2",2
"435",196,241,0,0,0,0,8.355189,1.791759,1,1998,"Egypt","al-Gama'a al-Islamiyya","Egypt","al-Gamaa al-Islamiyya","1993-03-17","1998-12-31",NA,6000,"explicit","military","explicit","military",1,1,"2",2
"436",197,259,2,0,0,1,7.921739,0.6931472,1,1993,"Georgia","Republic of Abkhazia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",198,297,2,0,0,1,8.432341,0,1,1992,"Georgia","Republic of South Ossetia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",198,297,0,0,0,1,8.667279,0,1,2004,"Georgia","Republic of South Ossetia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",198,297,2,0,0,1,NA,0,1,2008,"Georgia","Republic of South Ossetia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",199,367,2,1,0,1,7.972701,0,1,1992,"Moldova","PMR","Moldova","Dniestr Republic","1992-03-01","1992-07-21",NA,4000,"explicit","non-military","explicit","military",1,1,"3",2
"441",200,353,2,0,0,0,7.089285,1.94591,1,1998,"Tajikistan","UTO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",200,415,3,0,0,0,7.089285,0,1,1998,"Tajikistan","Movement for Peace in Tajikistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",201,362,1,1,1,0,8.103049,0,1,1993,"Azerbaijan","Military faction (forces of Suret Husseinov)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",201,407,3,0,1,0,7.737739,0,1,1995,"Azerbaijan","OPON forces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",202,294,3,0,0,1,7.411852,1.098612,1,1995,"Bosnia-Herzegovina","Autonomous Province of Western Bosnia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",203,293,2,1,0,1,6.899199,0.6931472,1,1994,"Bosnia-Herzegovina","Croatian Republic of Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",203,301,2,0,0,1,6.899199,0.6931472,1,1994,"Bosnia-Herzegovina","Croatian irregulars",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",204,350,3,0,0,0,9.164805,0,1,1993,"Russia (Soviet Union)","Parliamentary forces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449",205,230,2,0,0,0,8.899405,0,1,1994,"Mexico","EZLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450",205,299,0,0,0,0,8.84627,0,1,1996,"Mexico","EPR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",206,348,2,0,0,1,8.980946,1.098612,1,1996,"Russia (Soviet Union)","Chechen Republic of Ichkeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452",207,375,3,0,0,1,NA,0,1,1994,"Yemen","Democratic Republic of Yemen","Yemen","Democratic Republic of Yemen","1994-04-27","1994-07-07","yes",27500,"explicit","military","explicit","military",1,1,"2",2
